,Acceleration,Channel 1 Power,Channel 1 Power 1-4,Channel 1 Power 4-8,Channel 2 Power,Channel 2 Power 1-4,Channel 2 Power 4-8,Minutes,Record,Subject
171,18069.055170049625,0.15914260613290573,9.72532775309278e-10,1.154352573447883e-10,0.02312948567091081,1.4212288516620223e-09,1.1948355197494851e-09,135.0,Day 1,S7_ang+
172,51775.853806669795,0.15896224509366236,9.386032551451894e-10,8.340935539411193e-11,0.023289436804788545,9.774103093165575e-10,7.179984641159823e-10,140.0,Day 1,S7_ang+
173,140641.40460348892,0.15875149661788787,8.967700319322946e-10,6.05240254188766e-11,0.02334701243516079,6.004258206881626e-10,5.637575013802842e-10,145.0,Day 1,S7_ang+
174,36778.68225811508,0.15853488407897298,9.258073367764017e-10,6.272413821767775e-11,0.023428251514971635,8.927757615204672e-10,5.966450088574362e-10,150.0,Day 1,S7_ang+
175,24754.205009724203,0.1583970238007338,9.79164521541643e-10,1.0381122820579192e-10,0.023484317857957373,1.483046154502264e-09,9.784756464884657e-10,155.0,Day 1,S7_ang+
176,17748.84344468197,0.15824781652764158,9.793871717548507e-10,1.1569679477663734e-10,0.02338599225873691,1.4398383256979652e-09,1.3760340407740147e-09,160.0,Day 1,S7_ang+
177,36325.643500623686,0.1581687581555676,9.924449894728372e-10,1.1423830622558146e-10,0.023432113256037997,1.4917274572686486e-09,1.0918371454298357e-09,165.0,Day 1,S7_ang+
178,68232.44763622558,0.1580851362228092,9.328552308728032e-10,1.0688864714800429e-10,0.023462250645415655,9.94117772661855e-10,1.2965812052739328e-09,170.0,Day 1,S7_ang+
179,71583.58022637603,0.15801849455266717,1.0513308667802883e-09,1.349288422438779e-10,0.023653261921816344,2.2709784486756084e-09,1.257657960858644e-09,175.0,Day 1,S7_ang+
180,75446.09631172444,0.15792737437917265,8.964897410714326e-10,7.255035744048611e-11,0.023603679115301354,6.848261721249028e-10,8.878441265572876e-10,180.0,Day 1,S7_ang+
181,65775.54388139771,0.15780622730012028,9.00794805298178e-10,5.516833919961875e-11,0.023612523032535974,7.243859727135574e-10,5.444736473193374e-10,185.0,Day 1,S7_ang+
